Date,Open,High,Low,Close,Adj Close,Volume
2002-03-23,46.200001,48.720001,45.250000,48.250000,32.094109,13801700
2002-03-30,48.250000,49.849998,47.400002,48.290001,32.120716,16493500
2002-04-06,47.900002,50.049999,47.590000,48.549999,32.293648,13837300
2002-04-13,48.200001,48.980000,41.990002,42.750000,28.435720,39889700
2002-04-20,42.799999,43.770000,41.000000,41.509998,27.610914,20163800
2002-04-27,43.700001,45.730000,43.099998,44.630001,29.686224,20997700
2002-05-04,45.000000,45.240002,42.799999,43.630001,29.021057,15651600
2002-05-11,43.900002,45.740002,43.759998,45.419998,30.211695,12745000
2002-05-18,45.639999,46.029999,43.049999,43.349998,28.942997,12316600
2002-05-25,43.349998,44.189999,42.459999,42.650002,28.475637,11015700
2002-06-01,43.400002,43.869999,41.450001,42.759998,28.549086,12100300
2002-06-08,42.950001,43.990002,41.779999,42.529999,28.395527,10769700
2002-06-15,42.540001,44.490002,42.540001,42.970001,28.689301,13358000
2002-06-22,42.919998,45.090000,41.520000,45.000000,30.044632,19983000
2002-06-29,44.970001,45.279999,43.169998,45.000000,30.044632,11230500
2002-07-06,44.720001,45.090000,39.130001,40.150002,26.806494,20818300
2002-07-13,39.849998,43.189999,37.200001,39.919998,26.652927,24892000
2002-07-20,39.799999,42.939999,37.099998,42.000000,28.041662,25483100
2002-07-27,42.939999,42.990002,39.099998,39.849998,26.606201,21513700
2002-08-03,39.650002,41.650002,38.529999,41.000000,27.373999,16880900
2002-08-10,40.150002,40.650002,34.099998,37.500000,25.037195,36957500
2002-08-17,37.509998,38.650002,36.900002,37.130001,24.903875,16080700
2002-08-24,37.130001,37.849998,35.849998,37.070000,24.863632,15830600
2002-08-31,36.799999,37.650002,35.230000,37.209999,24.957531,11808500
2002-09-07,37.209999,37.799999,35.009998,35.580002,23.864265,14788900
2002-09-14,35.900002,37.590000,35.450001,36.480000,24.467913,18730700
2002-09-21,35.900002,36.590000,34.500000,34.700001,23.274019,16814500
2002-09-28,34.400002,36.020000,31.950001,32.009998,21.469780,21915300
2002-10-05,32.220001,33.009998,29.950001,32.000000,21.463078,23618100
2002-10-12,30.299999,32.520000,28.530001,29.000000,19.450914,32931400
2002-10-19,29.000000,31.200001,28.580000,30.320000,20.336267,20943300
2002-10-26,30.420000,30.799999,28.540001,30.400000,20.389917,18257500
2002-11-02,30.410000,34.430000,29.629999,33.180000,22.254530,26959300
2002-11-09,33.180000,33.209999,30.870001,31.500000,21.127714,17631500
2002-11-16,31.540001,34.430000,30.620001,34.000000,22.927631,21067700
2002-11-23,33.549999,35.139999,33.200001,34.049999,22.961346,12584100
2002-11-30,34.599998,34.880001,32.230000,33.400002,22.523031,15790100
2002-12-07,32.630001,33.250000,31.400000,31.400000,21.174347,14266000
2002-12-14,31.270000,32.939999,31.250000,32.709999,22.057735,14690000
2002-12-21,32.709999,33.279999,32.139999,32.330002,21.801476,6400900
2002-12-28,32.330002,34.439999,32.330002,34.180000,23.049011,8763000
2003-01-04,34.049999,34.560001,33.029999,33.849998,22.826481,14510200
2003-01-11,34.150002,34.590000,33.029999,33.290001,22.448849,11548800
2003-01-18,33.290001,33.310001,31.000000,31.010000,20.911346,10672000
2003-01-25,31.010000,32.220001,30.200001,31.590000,21.302469,15066100
2003-02-01,30.900000,31.629999,29.900000,30.000000,20.230267,14746300
2003-02-08,30.100000,30.510000,28.900000,30.150000,20.442665,13425800
2003-02-15,30.500000,30.799999,28.200001,29.639999,20.096863,16483400
2003-02-22,29.280001,29.639999,27.240000,27.559999,18.686560,20038400
2003-03-01,27.700001,27.820000,25.400000,25.840000,17.520336,25688500
2003-03-08,25.700001,26.250000,24.730000,25.549999,17.323702,24371000
2003-03-15,25.500000,28.420000,25.320000,28.100000,19.052691,25627100
2003-03-22,27.799999,27.799999,25.900000,26.100000,17.696627,20848700
2003-03-29,25.000000,27.100000,24.850000,26.500000,17.967840,23090800
2003-04-05,27.100000,28.049999,25.700001,26.469999,17.947502,22852200
2003-04-12,26.480000,27.459999,26.030001,26.650000,18.069548,15536300
2003-04-19,26.650000,28.660000,26.590000,27.190001,18.435680,28047300
2003-04-26,26.730000,28.770000,26.490000,28.620001,19.405270,24216600
2003-05-03,28.120001,29.100000,27.400000,29.100000,19.730728,24239900
2003-05-10,28.900000,30.760000,28.830000,30.420000,20.625731,22178400
2003-05-17,30.049999,30.610001,28.549999,29.990000,20.451828,19807300
2003-05-24,29.990000,30.860001,29.410000,30.670000,20.915564,16889100
2003-05-31,31.100000,35.180000,31.000000,34.860001,23.772955,30614800
2003-06-07,34.400002,35.939999,32.830002,35.340000,24.100286,27426600
2003-06-14,35.650002,37.360001,35.099998,35.529999,24.229864,28917200
2003-06-21,34.840000,35.200001,34.119999,34.220001,23.336506,16503500
2003-06-28,34.549999,34.930000,33.900002,34.580002,23.582008,16852700
2003-07-05,34.880001,35.549999,34.380001,35.180000,23.991180,14459600
2003-07-12,35.400002,35.430000,32.119999,33.349998,22.743196,24752600
2003-07-19,33.000000,33.250000,31.160000,32.680000,22.286285,23819200
2003-07-26,32.680000,33.400002,31.990000,32.419998,22.108986,18848500
2003-08-02,32.200001,32.650002,31.000000,32.250000,21.993055,14812300
2003-08-09,32.400002,33.150002,31.709999,32.939999,22.463593,10070900
2003-08-16,33.099998,36.279999,33.000000,35.680000,24.459677,20935800
2003-08-23,35.669998,37.459999,35.110001,37.389999,25.631922,16980300
2003-08-30,37.290001,38.900002,36.799999,37.160000,25.474243,15022100
2003-09-06,37.450001,37.590000,35.110001,35.660000,24.445959,19524600
2003-09-13,35.410000,36.599998,35.209999,35.790001,24.535069,13737600
2003-09-20,35.450001,35.450001,33.660000,34.009998,23.314833,15365800
2003-09-27,34.450001,36.320000,33.889999,35.849998,24.576206,14695500
2003-10-04,35.599998,37.259998,35.259998,36.950001,25.330294,12776700
2003-10-11,36.959999,37.750000,36.610001,37.240002,25.529097,12846000
2003-10-18,37.049999,37.610001,35.450001,36.279999,24.870991,10663500
2003-10-25,36.270000,39.209999,35.310001,38.490002,26.386007,22176900
2003-11-01,38.540001,39.250000,38.310001,38.900002,26.667078,12945500
2003-11-08,39.000000,40.150002,38.060001,39.250000,26.907007,13502400
2003-11-15,39.000000,39.970001,38.500000,38.860001,26.758360,16578400
2003-11-22,39.049999,39.049999,37.610001,38.389999,26.434725,14698700
2003-11-29,37.599998,39.200001,37.599998,38.000000,26.166180,24656300
2003-12-06,38.180000,39.610001,38.150002,39.369999,27.109541,15145100
2003-12-13,39.730000,41.950001,39.169998,41.480000,28.562452,20253800
2003-12-20,41.490002,42.000000,41.290001,41.470001,28.555567,6742400
2003-12-27,41.540001,43.369999,41.369999,41.990002,28.913622,12337700
2004-01-03,42.200001,44.529999,41.470001,42.639999,29.361198,18046000
2004-01-10,42.639999,44.009998,41.599998,44.009998,30.304571,12798400
2004-01-17,44.549999,44.709999,41.639999,41.849998,28.817223,15252000
2004-01-24,41.849998,42.680000,41.500000,41.750000,28.748369,14362400
2004-01-31,41.669998,45.020000,41.599998,44.349998,30.538681,20798800
2004-02-07,44.200001,44.660000,43.320000,44.450001,30.607534,12726500
2004-02-14,44.599998,45.099998,44.299999,44.340000,30.650848,11872600
2004-02-21,44.540001,44.570000,41.970001,43.369999,29.980310,24157200
2004-02-28,43.380001,43.869999,42.139999,42.720001,29.530993,13890700
2004-03-06,42.720001,42.849998,38.869999,40.299999,27.858124,17572900
2004-03-13,39.950001,40.459999,38.980000,39.430000,27.256725,14410000
2004-03-20,38.430000,39.900002,38.040001,39.349998,27.201412,16970000
2004-03-27,39.799999,42.040001,39.599998,41.840000,28.922676,13606400
2004-04-03,41.849998,42.580002,41.200001,41.349998,28.583956,9314100
2004-04-10,41.700001,42.599998,41.110001,41.500000,28.687649,10000300
2004-04-17,41.630001,42.750000,40.310001,42.450001,29.344345,11551200
2004-04-24,43.150002,44.900002,42.599998,42.689999,29.510256,17412500
2004-05-01,43.250000,44.299999,43.000000,43.400002,30.001059,14214500
2004-05-08,43.000000,43.840000,42.290001,43.439999,30.028696,14470500
2004-05-15,42.700001,44.110001,42.490002,43.400002,30.001059,11722700
2004-05-22,44.220001,46.619999,44.020000,45.799999,31.807966,23241500
2004-05-29,45.900002,47.220001,45.509998,46.900002,32.571903,13522500
2004-06-05,47.500000,48.830002,47.470001,48.750000,33.856731,15308100
2004-06-12,48.500000,50.000000,48.369999,49.799999,34.585964,22016200
2004-06-19,49.650002,51.349998,49.330002,51.299999,35.627705,15458400
2004-06-26,51.299999,51.490002,48.840000,49.520000,34.391502,15198300
2004-07-03,49.900002,50.270000,48.820000,50.040001,34.752632,12775800
2004-07-10,49.950001,50.650002,48.340000,49.130001,34.120636,13535700
2004-07-17,49.349998,49.529999,46.400002,47.060001,32.683037,17678400
2004-07-24,47.099998,51.250000,46.889999,50.750000,35.245735,17140400
2004-07-31,50.200001,51.459999,48.270000,48.330002,33.565048,15998600
2004-08-07,48.799999,49.799999,48.459999,49.720001,34.530388,14132000
2004-08-14,49.720001,51.320000,49.639999,50.459999,35.186169,15529600
2004-08-21,50.750000,52.820000,50.349998,51.990002,36.253056,15965200
2004-08-28,51.990002,53.950001,51.689999,53.099998,37.027065,11919000
2004-09-04,53.400002,54.320000,52.650002,54.150002,37.759247,11700400
2004-09-11,54.150002,55.240002,53.330002,55.150002,38.456558,12351800
2004-09-18,54.750000,55.189999,52.580002,53.139999,37.054966,14671200
2004-09-25,52.900002,53.000000,50.500000,52.480000,36.594738,18826700
2004-10-02,52.549999,52.869999,49.889999,50.099998,34.935154,16671700
2004-10-09,50.110001,51.279999,49.810001,50.189999,34.997906,13533900
2004-10-16,49.549999,50.099998,48.299999,49.509998,34.523724,15667700
2004-10-23,49.049999,51.250000,48.099998,49.900002,34.795677,20196500
2004-10-30,50.099998,52.099998,49.650002,51.150002,35.667316,20040100
2004-11-06,51.150002,54.389999,51.060001,53.930000,37.605835,18966600
2004-11-13,53.849998,55.480000,53.610001,53.770000,37.638844,16777000
2004-11-20,53.759998,54.500000,53.250000,54.020000,37.813839,10952700
2004-11-27,54.020000,55.290001,53.279999,55.259998,38.681831,13890600
2004-12-04,55.259998,55.259998,52.200001,52.419998,36.693840,17749600
2004-12-11,54.369999,54.369999,51.790001,53.099998,37.169838,18441000
2004-12-18,53.099998,54.290001,52.720001,53.529999,37.470844,8134500
2004-12-25,53.389999,53.650002,51.619999,51.770000,36.238853,10758200
2005-01-01,51.849998,52.250000,49.549999,50.310001,35.216846,18778300
2005-01-08,50.130001,52.150002,50.099998,50.910000,35.636848,16385000
2005-01-15,50.500000,51.970001,50.009998,50.070000,35.048847,11311100
2005-01-22,50.330002,51.000000,49.520000,49.919998,34.943859,17930600
2005-01-29,50.250000,52.950001,50.070000,52.580002,36.805843,20198500
2005-02-05,52.419998,54.430000,52.299999,54.139999,37.897835,20476200
2005-02-12,54.009998,54.820000,52.549999,52.779999,37.119286,17891400
2005-02-19,52.349998,55.029999,52.070000,54.990002,38.673546,15793400
2005-02-26,54.900002,58.740002,54.259998,58.380001,41.057686,28816600
2005-03-05,57.520000,58.680000,57.200001,57.490002,40.431759,21052500
2005-03-12,57.500000,58.939999,56.570000,57.160000,40.199677,22252700
2005-03-19,57.000000,57.700001,56.580002,56.799999,39.946487,10547400
2005-03-26,57.299999,59.119999,57.000000,58.779999,41.338985,19303000
2005-04-02,58.599998,59.450001,58.009998,58.599998,41.212406,15990900
2005-04-09,58.750000,59.810001,57.000000,57.000000,40.087162,21952200
2005-04-16,56.650002,59.080002,56.220001,57.880001,40.706043,17414200
2005-04-23,58.799999,60.099998,58.150002,59.520000,41.859425,24451000
2005-04-30,59.520000,61.250000,58.900002,61.009998,42.907318,18446900
2005-05-07,60.750000,62.500000,58.619999,59.500000,41.845356,28140600
2005-05-14,59.700001,62.509998,59.529999,61.900002,43.712265,17536000
2005-05-21,61.950001,63.400002,61.119999,63.020000,44.503178,15546400
2005-05-28,63.009998,64.989998,62.910000,64.660004,45.661320,15049300
2005-06-04,64.879997,66.089996,64.040001,64.650002,45.654263,20909800
2005-06-11,65.050003,65.349998,62.849998,64.620003,45.633057,22923400
2005-06-18,63.900002,64.099998,60.500000,60.590000,42.787182,17856900
2005-06-25,60.349998,66.849998,59.700001,64.680000,45.675430,38091900
2005-07-02,64.300003,66.110001,63.450001,65.070000,45.950844,16554300
2005-07-09,65.250000,65.489998,64.150002,64.750000,45.724865,12350900
2005-07-16,64.750000,66.309998,64.250000,66.199997,46.748821,14232100
2005-07-23,66.000000,67.949997,65.599998,66.010002,46.614655,20776500
2005-07-30,66.300003,66.769997,65.639999,66.190002,46.741760,11717700
2005-08-06,66.300003,67.500000,65.599998,66.540001,46.988934,14557000
2005-08-13,66.400002,67.720001,66.209999,67.150002,47.596935,13067900
2005-08-20,67.389999,68.379997,66.089996,66.309998,47.001530,14619000
2005-08-27,66.099998,67.660004,63.950001,64.339996,45.605171,20154900
2005-09-03,64.370003,65.629997,64.000000,65.400002,46.356525,17822200
2005-09-10,65.150002,65.690002,63.950001,64.800003,45.931236,18618100
2005-09-17,64.500000,64.599998,62.009998,63.200001,44.797115,18727300
2005-09-24,65.500000,68.250000,64.239998,67.949997,48.164001,21811200
2005-10-01,67.919998,68.480003,66.650002,67.300003,47.703285,17907200
2005-10-08,67.059998,68.070000,66.239998,67.500000,47.845039,18553400
2005-10-15,67.150002,68.980003,65.830002,66.019997,46.795975,25183500
2005-10-22,66.500000,67.779999,63.700001,65.639999,46.526638,28039000
2005-10-29,65.800003,66.580002,64.199997,65.279999,46.271450,27117500
2005-11-05,65.480003,66.110001,64.519997,65.349998,46.321068,15213000
2005-11-12,65.250000,68.190002,64.940002,66.949997,47.636459,23694100
2005-11-19,68.129997,69.900002,67.900002,69.059998,49.137791,15599900
2005-11-26,69.010002,70.000000,68.180000,69.440002,49.408157,15464300
2005-12-03,69.449997,70.220001,68.699997,69.650002,49.557587,19447400
2005-12-10,70.000000,71.980003,69.540001,70.750000,50.340267,19877500
2005-12-17,70.750000,72.050003,69.599998,71.489998,50.866795,14184700
2005-12-24,71.900002,72.400002,70.160004,70.239998,49.977375,8158200
2005-12-31,70.400002,71.269997,69.050003,69.349998,49.344143,17526100
2006-01-07,69.279999,70.449997,68.570000,69.480003,49.436653,18758600
2006-01-14,69.070000,69.400002,66.489998,66.500000,47.316292,14440100
2006-01-21,65.900002,69.250000,65.900002,68.559998,48.782028,20095000
2006-01-28,68.519997,72.300003,68.199997,70.870003,50.425629,28334300
2006-02-04,70.650002,72.760002,70.300003,72.529999,51.606770,17262300
2006-02-11,71.949997,73.000000,71.820000,72.959999,52.131306,15140200
2006-02-18,73.150002,74.610001,72.650002,74.309998,53.095924,13561800
2006-02-25,74.050003,74.889999,72.250000,73.389999,52.438557,12413000
2006-03-04,73.699997,74.900002,71.900002,74.790001,53.438892,13469400
2006-03-11,75.209999,78.080002,74.500000,77.849998,55.625301,16024700
2006-03-18,78.500000,79.199997,77.510002,78.730003,56.254074,15240900
2006-03-25,78.730003,79.500000,77.370003,77.930000,55.682468,15380300
2006-04-01,78.250000,80.370003,77.500000,79.570000,56.854279,14607700
2006-04-08,79.620003,84.230003,79.610001,82.930000,59.255089,15305700
2006-04-15,83.199997,86.580002,81.879997,86.459999,61.777317,19666400
2006-04-22,86.660004,87.250000,83.010002,83.449997,59.626621,22234100
2006-04-29,83.449997,88.550003,82.820000,88.470001,63.213505,16650100
2006-05-06,88.480003,89.580002,86.940002,87.010002,62.170319,14933000
2006-05-13,85.760002,86.980003,82.059998,84.610001,60.662304,21686800
2006-05-20,84.459999,86.699997,81.629997,83.500000,59.866474,20961000
2006-05-27,83.500000,84.580002,81.209999,83.800003,60.081570,13497900
2006-06-03,83.790001,83.970001,79.010002,80.500000,57.715572,26249600
2006-06-10,80.599998,85.849998,76.400002,85.540001,61.329079,34361500
2006-06-17,85.650002,86.230003,83.160004,83.389999,59.787598,17723300
2006-06-24,83.480003,84.279999,80.830002,81.910004,58.726475,18023100
2006-07-01,81.349998,81.669998,79.260002,79.989998,57.349903,13074400
2006-07-08,80.029999,81.949997,76.889999,77.250000,55.385426,18193400
2006-07-15,78.110001,83.000000,77.800003,79.080002,56.697472,22526100
2006-07-22,79.449997,84.059998,78.150002,78.910004,56.575603,24734800
2006-07-29,78.459999,80.699997,76.519997,79.489998,56.991428,21087500
2006-08-05,79.099998,80.830002,75.070000,75.959999,54.460548,21965800
2006-08-12,76.650002,79.430000,75.150002,77.620003,55.865150,17789700
2006-08-19,77.620003,77.849998,73.550003,73.930000,53.209385,15576400
2006-08-26,74.040001,75.989998,72.900002,75.430000,54.288956,22113300
2006-09-02,75.750000,76.300003,72.169998,72.800003,52.396080,14946000
2006-09-09,72.129997,76.489998,72.129997,75.010002,53.986691,21075400
2006-09-16,75.099998,77.769997,74.150002,77.250000,55.598854,17880300
2006-09-23,77.699997,80.349998,77.370003,78.849998,56.750427,21649900
2006-09-30,79.349998,84.389999,78.839996,83.680000,60.226700,26199800
2006-10-07,83.690002,83.870003,80.889999,82.389999,59.298260,19850000
2006-10-14,82.389999,83.459999,81.500000,81.739998,58.830441,14629400
2006-10-21,81.730003,83.889999,77.769997,79.739998,57.390995,31208900
2006-10-28,80.250000,81.040001,79.110001,79.970001,57.556530,17615000
2006-11-04,79.980003,86.980003,79.980003,85.620003,61.622982,35070100
2006-11-11,85.699997,89.629997,84.760002,89.519997,64.658501,25389600
2006-11-18,89.050003,92.050003,88.620003,89.769997,64.839104,19782400
2006-11-25,90.000000,90.050003,86.949997,89.550003,64.680176,25008900
2006-12-02,89.550003,91.849998,89.169998,90.129997,65.099106,18673600
2006-12-09,89.769997,90.989998,89.080002,90.699997,65.510803,18510200
2006-12-16,90.750000,90.900002,88.349998,88.760002,64.109589,13897700
2006-12-23,88.949997,89.459999,88.349998,88.839996,64.167374,6628500
2006-12-30,88.900002,90.300003,87.010002,89.150002,64.391273,10876500
2007-01-06,88.610001,89.709999,87.500000,88.129997,63.654556,19077100
2007-01-13,88.250000,89.540001,87.220001,88.629997,64.015694,17756100
2007-01-20,87.510002,88.180000,84.599998,85.430000,61.704376,26354800
2007-01-27,85.050003,92.239998,85.000000,90.050003,65.041344,29556500
2007-02-03,90.449997,91.419998,88.550003,90.000000,65.005226,18802300
2007-02-10,89.550003,92.000000,88.300003,90.940002,65.937820,20572500
2007-02-17,91.500000,92.000000,89.839996,90.279999,65.459267,14430400
2007-02-24,90.480003,90.730003,85.239998,87.029999,63.102810,26028400
2007-03-03,86.959999,90.089996,86.389999,89.510002,64.900963,17943000
2007-03-10,89.000000,91.870003,88.529999,90.000000,65.256256,24568900
2007-03-17,90.500000,91.309998,89.449997,90.980003,65.966827,17150600
2007-03-24,90.879997,91.000000,88.650002,88.910004,64.465912,18567000
2007-03-31,88.900002,90.739998,88.080002,90.500000,65.618805,12922900
2007-04-07,90.970001,91.099998,89.400002,91.029999,66.003067,15146800
2007-04-14,91.000000,94.750000,89.930000,93.290001,67.641731,29392300
2007-04-21,94.099998,95.580002,92.750000,94.019997,68.171021,26765300
2007-04-28,94.019997,94.489998,92.500000,93.610001,67.873764,16539900
2007-05-05,93.800003,95.000000,92.379997,93.400002,67.721489,16822100
2007-05-12,93.400002,97.500000,93.320000,96.629997,70.324722,20287100
2007-05-19,96.419998,98.839996,95.360001,98.250000,71.503708,23572000
2007-05-26,98.519997,101.449997,97.959999,99.830002,72.653587,17386300
